"","COUNTRY","NAME_1","MAIZ_add_t_l_ph_h_hp","SORG_add_t_l_ph_h_hp","BEAN_add_t_l_ph_h_hp","CHIC_add_t_l_ph_h_hp","LENT_add_t_l_ph_h_hp","WHEA_add_t_l_ph_h_hp","BARL_add_t_l_ph_h_hp","ACOF_add_t_l_ph_h_hp","RCOF_add_t_l_ph_h_hp","PMIL_add_t_l_ph_h_hp","SMIL_add_t_l_ph_h_hp","POTA_add_t_l_ph_h_hp","SWPO_add_t_l_ph_h_hp","CASS_add_t_l_ph_h_hp","COWP_add_t_l_ph_h_hp","PIGE_add_t_l_ph_h_hp","SOYB_add_t_l_ph_h_hp","GROU_add_t_l_ph_h_hp","SUGC_add_t_l_ph_h_hp","COTT_add_t_l_ph_h_hp","COCO_add_t_l_ph_h_hp","TEAS_add_t_l_ph_h_hp","TOBA_add_t_l_ph_h_hp","MAIZ_add_t_l_ph_l_hp","SORG_add_t_l_ph_l_hp","BEAN_add_t_l_ph_l_hp","CHIC_add_t_l_ph_l_hp","LENT_add_t_l_ph_l_hp","WHEA_add_t_l_ph_l_hp","BARL_add_t_l_ph_l_hp","ACOF_add_t_l_ph_l_hp","RCOF_add_t_l_ph_l_hp","PMIL_add_t_l_ph_l_hp","SMIL_add_t_l_ph_l_hp","POTA_add_t_l_ph_l_hp","SWPO_add_t_l_ph_l_hp","CASS_add_t_l_ph_l_hp","COWP_add_t_l_ph_l_hp","PIGE_add_t_l_ph_l_hp","SOYB_add_t_l_ph_l_hp","GROU_add_t_l_ph_l_hp","SUGC_add_t_l_ph_l_hp","COTT_add_t_l_ph_l_hp","COCO_add_t_l_ph_l_hp","TEAS_add_t_l_ph_l_hp","TOBA_add_t_l_ph_l_hp","MAIZ_add_t_h_ph_h_hp","SORG_add_t_h_ph_h_hp","BEAN_add_t_h_ph_h_hp","CHIC_add_t_h_ph_h_hp","LENT_add_t_h_ph_h_hp","WHEA_add_t_h_ph_h_hp","BARL_add_t_h_ph_h_hp","ACOF_add_t_h_ph_h_hp","RCOF_add_t_h_ph_h_hp","PMIL_add_t_h_ph_h_hp","SMIL_add_t_h_ph_h_hp","POTA_add_t_h_ph_h_hp","SWPO_add_t_h_ph_h_hp","CASS_add_t_h_ph_h_hp","COWP_add_t_h_ph_h_hp","PIGE_add_t_h_ph_h_hp","SOYB_add_t_h_ph_h_hp","GROU_add_t_h_ph_h_hp","SUGC_add_t_h_ph_h_hp","COTT_add_t_h_ph_h_hp","COCO_add_t_h_ph_h_hp","TEAS_add_t_h_ph_h_hp","TOBA_add_t_h_ph_h_hp","MAIZ_add_t_h_ph_l_hp","SORG_add_t_h_ph_l_hp","BEAN_add_t_h_ph_l_hp","CHIC_add_t_h_ph_l_hp","LENT_add_t_h_ph_l_hp","WHEA_add_t_h_ph_l_hp","BARL_add_t_h_ph_l_hp","ACOF_add_t_h_ph_l_hp","RCOF_add_t_h_ph_l_hp","PMIL_add_t_h_ph_l_hp","SMIL_add_t_h_ph_l_hp","POTA_add_t_h_ph_l_hp","SWPO_add_t_h_ph_l_hp","CASS_add_t_h_ph_l_hp","COWP_add_t_h_ph_l_hp","PIGE_add_t_h_ph_l_hp","SOYB_add_t_h_ph_l_hp","GROU_add_t_h_ph_l_hp","SUGC_add_t_h_ph_l_hp","COTT_add_t_h_ph_l_hp","COCO_add_t_h_ph_l_hp","TEAS_add_t_h_ph_l_hp","TOBA_add_t_h_ph_l_hp","total","MAIZ_add_t","SORG_add_t","BEAN_add_t","CHIC_add_t","LENT_add_t","WHEA_add_t","BARL_add_t","ACOF_add_t","RCOF_add_t","PMIL_add_t","SMIL_add_t","POTA_add_t","SWPO_add_t","CASS_add_t","COWP_add_t","PIGE_add_t","SOYB_add_t","GROU_add_t","SUGC_add_t","COTT_add_t","COCO_add_t","TEAS_add_t","TOBA_add_t","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"1","Zambia","Central",11171.9429415416,117.389550489844,0.300580177514755,0,0,2492.03421660848,20.7570861694988,0,0,121.584400728592,73.4168360941872,39.0683861895028,969.839214980918,46.225405845028,0,0,1328.95506379251,2176.14013131826,19.6711924873829,2.05249704347219,0,0,146.903524859472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9094.02271554209,62.5007645730034,0.0541874723138909,0,0,1325.02442166124,11.4857100900472,0,0,31.1826403800594,53.6024188111164,25.0895533647847,1529.80963738724,8.20747267366917,0,0,835.021046534942,2951.92574045541,30.1210527707301,15.7736115129526,0,0,86.2835963748462,30.1946086884373,0.142017019780284,0,0,0,37.6383265184077,0.556113820057244,0,0,0.0353393531750961,0.0420926905777378,0.154405892887969,1.20056762871549,0,0,0,4.4579787221584,72.0849480709987,0,0.000278025094370367,0,0,0.0520860514990313,34932.9,20296.1602657721,180.032332082628,0.354767649828645,0,0,3854.69696478812,32.7989100796032,0,0,152.802380461827,127.061347595881,64.3123454471754,2500.84941999687,54.4328785186972,0,0,2168.43408904961,5200.15081984467,49.792245258113,17.8263865815191,0,0,233.239207285818,18726.2810283262,0,16060.1045696044,146.558762481789,34786.2,99.6
"2","Zambia","Copperbelt",70302.5182067489,385.238275519498,5.3025867363914,0,0,1989.38391724834,136.140196837418,0.00148054409545731,0,103.577654300034,29.7739069828958,264.336654291016,9838.19216774536,181.842803728877,1.32220765858561,0,10444.3816900957,12082.1483665891,16932.8398767148,2.12273881932967,0,0,13.6867224986388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10641.7100580287,78.1273844209475,0,0,0,3348.21170896334,172.178639077423,0,0,13.8287102694374,2.63630319146874,17.0220757830437,1161.98887874624,10.3933465344469,0,0,2145.27718690292,1509.48331573832,1366.22357543739,3.94968711492902,0,0,7.7518931278877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143191.6,80944.2282647776,463.365659940446,5.3025867363914,0,0,5337.59562621168,308.318835914841,0.00148054409545731,0,117.406364569472,32.4102101743645,281.358730074059,11000.1810464916,192.236150263324,1.32220765858561,0,12589.6588769986,13591.6316823274,18299.0634521522,6.07242593425869,0,0,21.4386156265265,122712.809453059,0,20478.7827633365,0,143191.6,100
"3","Zambia","Eastern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0153420992368,1.3542850437204,4.29311176354916,1.37585808694941,0.293026040660759,0.0719432333544798,0,0,0,0,0.335038263281135,13.7716532737616,0.0418053264384796,0,1.28819457308526,3.67241341635562,0.632028211678706,133.60688023668,0,0.00819311169071779,0,0,0.00946961610433283,37.178085334206,0.19932455513871,9.24808921618478,1.36798773261903,0.341571410784553,0.0925199743896743,0,0,0,0.0154174518993395,0.0712340323202151,3.7134708665772,0.33341192238773,0,0.243693007482449,3.16956645720644,0.758283048491005,206.44061810247,0,0.296305536181549,0,0,0.208772028802173,465.4,78.1934274334428,1.55360959885911,13.5412009797339,2.74384581956844,0.634597451445313,0.164463207744154,0,0,0,0.0154174518993395,0.40627229560135,17.4851241403388,0.375217248826209,0,1.53188758056771,6.84197987356206,1.39031126016971,340.04749833915,0,0.304498647872267,0,0,0.218241644906506,0,0,201.769242296547,263.67835067714,201.9,43.4
"4","Zambia","Luapula",18601.6673051656,176.433001300249,16.2452267763872,0,0,1.344858992746,0.0297521586909668,16.5489528484077,0.00652800717642177,365.803111077023,144.291951822782,13.7878882863455,1435.48571512162,7832.46455733323,3.75559883761041,0,72.1151752213346,15530.0909923199,10231.977692804,0.394204421872281,0.0351847878321543,84.8639008939765,2.75277886243383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809685076715006,0,0,0,0,0,4497.53158085121,7.2712583902024,13.1408352608174,0,0,0.179254187479975,0.0107632766794238,0.00159117230007683,0.0154746800942134,88.5975921332019,35.7063663081214,1.78456279287589,297.695589690415,360.641939022672,1.29796888106345,0,14.8236578636418,1904.98155044713,3085.49036671825,0.00759840705487284,0,12.7556139364622,0.332554520782814,2.44435034802446,0.0154884917076942,0.00554732401201115,0,0,0,0,0,0,0.027958953933699,0.00160227173152001,0,0.403324379293177,0,0,0,0.0255730175681566,11.221548481326,0,0,0,0,0,64867.2,23101.6432363649,183.719748182159,29.3916093612166,0,0,1.52411318022597,0.0405154353703906,16.5505440207077,0.0220026872706352,454.428662164158,179.999920402635,15.5724510792213,1733.58462919133,8193.1064963559,5.05356771867386,0,86.9644061025446,17447.1037763251,13317.4680595223,0.401802828927154,0.0351847878321543,97.6195148304387,3.08533338321664,54530.0943770393,0.809685076715006,10322.2661185405,14.1453932675968,64852.3,100
"5","Zambia","Lusaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10350346305841,0,0,0,0,0,0,0,0.00313318939605391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80009490912296,0,0,0,0,0,10.9,0,0,0.00313318939605391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9035983721814,0,0,0,0,0,0,0,6.10350346305841,4.80322809851901,6.1,56
"6","Zambia","Muchinga",698.31383171056,4.56194680823417,0,0,0,0,0,0,0,76.7972720073782,52.9177165578267,0.0276943625267302,55.4641988934413,129.085817715871,0,0,26.9755503164946,560.061374804489,0,0,0,0,0.753025666409577,0,0,0.0269494018037655,0.0067579922415954,0,0,0,0,0,0,0,0,0,0,0,0.0825554489111164,0,0.240234985103493,0,0,0,0,0,2707.69853385149,16.3959458077205,31.6770436138514,0.289656816874896,0,0.0711691366010081,0,0,0,234.484374837879,214.266769059162,8.62725995822565,286.136828643069,119.089959935032,0,0.599133743998479,107.702967744755,2410.93893443,0.00373175387284658,0.130297199407374,0,0,1.30287281989781,11.2700744443321,0.0550806380472122,3.68187385839963,1.43375430411526,0,0,0,0.00230412521251612,0,0.746874334398336,0.530800252920445,0.00643668914185975,1.08489032612244,0,0,4.06630236132777,0.260590850342258,83.6713398224125,0,0,0,0,0,7851.6,3417.28244000639,21.0129732540019,35.3858668740548,1.73016911323175,0,0.0711691366010081,0,0.00230412521251612,0,312.028521179656,267.715285869909,8.66139100989424,342.685917862633,248.175777650903,0,4.74799155423736,134.939108911592,3054.91188404201,0.00373175387284658,0.130297199407374,0,0,2.05589848630739,1604.95842884323,0.35649782805997,6139.41547935184,106.810322006772,7744.4,98.6
"7","Zambia","North-Western",111466.128757962,1367.19096407373,2.0071236453587,0,0,1407.77806177738,0.934009480014311,0,0,251.325431772526,202.051395781594,748.032536063407,6445.45410766735,15664.0020837901,0.222629957809948,0,1650.41239536899,12665.8051756516,522.894506731977,0.0192142586632089,0,0,2.42326983101233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21119.3102834901,229.205505049318,4.04926211137659,0,0,803.752129799139,0.0577239400569769,0.00354025111661241,0,11.3489860036797,53.2867003579819,100.371336345702,1379.44512631527,5079.10196352196,2.37800328366403,0,436.849042786709,3165.07165263005,64.7664644868973,0.136204082161914,0,0,0.109624842770143,0.823459737918809,0.00508501663747009,0.0076413303739094,0,0,0,0,0,0,0.00306918085609634,0.00672815603572457,0,0.0592656405018057,0,0,0,0.0181886545053993,1.16188362404142,0,0,0,0,0,184848.1,132586.26250119,1596.40155413969,6.0640270871092,0,0,2211.53019157652,0.991733420071288,0.00354025111661241,0,262.677486957062,255.344824295612,848.40387240911,7824.95849962312,20743.1040473121,2.60063324147397,0,2087.2796268102,15832.0387119057,587.660971218874,0.155418340825123,0,0,2.53289467378248,152396.681663814,0,32449.2435492979,2.08532134087063,184845.9,100
"8","Zambia","Northern",11149.0110035243,106.171401489158,0,0,0,0.00988572173131225,0,31.977716026266,0,879.17268259169,614.130642775476,1.17473906808024,1450.38629331815,1454.0597470759,0,0,233.412323525593,7177.80901152402,286.643074244316,0,0,0.162609610120765,1.12734113944736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156.29171845527,64.301276307004,164.675681436665,0,0,2.09640256494315,0.000240281669136406,4.34422326420234,0.00241706722033708,393.34993933144,349.070118943707,38.223326886248,781.411464351982,229.495139712359,0.127706669333528,0,132.103777573636,5036.54814418026,114.312671444177,0.00263597149381151,0,0.0451583930773731,1.90523986392807,9.96988980825424,0.159699978637777,0.511698654151189,0,0,0,0,0.00303567627781859,0,0.165465582329697,0.134476623397367,0.00224106633769017,3.282953616195,0,0,0,0.133906224845807,46.660383191812,0,0,0,0,0.00209036934393225,36914.5,17315.2726117879,170.6323777748,165.187380090816,0,0,2.10628828667446,0.000240281669136406,36.3249749667462,0.00241706722033708,1272.68808750546,963.335238342581,39.4003070206659,2235.08071128633,1683.55488678826,0.127706669333528,0,365.650007324074,12261.0175388961,400.955745688493,0.00263597149381151,0,0.207768003198138,3.03467137271936,23385.2484716343,0,13468.3072826986,61.0258407915826,36853.6,99.8
"9","Zambia","Southern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08820221446233,0.00120456371963727,0,0,0,0,0,0,0,3.77737020415992e-06,6.43905895336499e-06,0,0.119736855343943,0,0,0,0.0599271764427874,33.8464430937799,0,0,0,0,0,0.656901700676407,0.00445895191139241,0.00447305609861367,7.32023479949107e-05,0,0.0952154574556545,0,0,0,0.000560492635979918,0.00900942154969187,0,0.00937484201345638,0,0,0,0.0200383956710493,54.5312843710631,0,0,0,0,0,95.5,6.74510391513874,0.00566351563102969,0.00447305609861367,7.32023479949107e-05,0,0.0952154574556545,0,0,0,0.000564270006184078,0.00901586060864524,0,0.129111697357399,0,0,0,0.0799655721138367,88.377727464843,0,0,0,0,0,0,0,40.1155241201777,55.3313898914233,40.2,42.1
"10","Zambia","Western",49.5546975220583,0.302544581593516,0,0,0,0,0,0,0,0.414102621770055,0.18139457174473,0,2.7555135336608,5.58160353102636,0,0,0.0611448108216193,50.2870935458257,0,0.00260780937013675,0,0,0.281964852604923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.58345528044,15.7985543692655,0.354477236789002,0,0,0.00233890251294651,0,0,0,22.9921809928116,13.9442735509078,0.245800635452748,75.0829710142788,25.2185028021836,0,0,2.84465259596095,941.242850770849,0,0.123819668922093,0,0,11.9537759784089,4.13751222695814,0.0902547963899658,0.0716461982540195,0,0,0,0,0,0,0.0998938714647187,0.0269034508832157,0.00631870297411824,0.258736472833643,0,0,0,0.00764419262926903,15.9907070445746,0,0,0,0,0,2312.5,1126.27566502945,16.191353747249,0.426123435043022,0,0,0.00233890251294651,0,0,0,23.5061774860463,14.1525715735357,0.252119338426866,78.0972210207732,30.8001063332099,0,0,2.91344159941184,1007.52065136125,0,0.12642747829223,0,0,12.2357408310138,109.422667380476,0,2182.38765379878,20.6896169569616,2291.8,99.1
