"","COUNTRY","NAME_1","MAIZ_add_usd_l_ph_h_hp","SORG_add_usd_l_ph_h_hp","BEAN_add_usd_l_ph_h_hp","CHIC_add_usd_l_ph_h_hp","LENT_add_usd_l_ph_h_hp","WHEA_add_usd_l_ph_h_hp","BARL_add_usd_l_ph_h_hp","ACOF_add_usd_l_ph_h_hp","RCOF_add_usd_l_ph_h_hp","PMIL_add_usd_l_ph_h_hp","SMIL_add_usd_l_ph_h_hp","POTA_add_usd_l_ph_h_hp","SWPO_add_usd_l_ph_h_hp","CASS_add_usd_l_ph_h_hp","COWP_add_usd_l_ph_h_hp","PIGE_add_usd_l_ph_h_hp","SOYB_add_usd_l_ph_h_hp","GROU_add_usd_l_ph_h_hp","SUGC_add_usd_l_ph_h_hp","COTT_add_usd_l_ph_h_hp","COCO_add_usd_l_ph_h_hp","TEAS_add_usd_l_ph_h_hp","TOBA_add_usd_l_ph_h_hp","MAIZ_add_usd_l_ph_l_hp","SORG_add_usd_l_ph_l_hp","BEAN_add_usd_l_ph_l_hp","CHIC_add_usd_l_ph_l_hp","LENT_add_usd_l_ph_l_hp","WHEA_add_usd_l_ph_l_hp","BARL_add_usd_l_ph_l_hp","ACOF_add_usd_l_ph_l_hp","RCOF_add_usd_l_ph_l_hp","PMIL_add_usd_l_ph_l_hp","SMIL_add_usd_l_ph_l_hp","POTA_add_usd_l_ph_l_hp","SWPO_add_usd_l_ph_l_hp","CASS_add_usd_l_ph_l_hp","COWP_add_usd_l_ph_l_hp","PIGE_add_usd_l_ph_l_hp","SOYB_add_usd_l_ph_l_hp","GROU_add_usd_l_ph_l_hp","SUGC_add_usd_l_ph_l_hp","COTT_add_usd_l_ph_l_hp","COCO_add_usd_l_ph_l_hp","TEAS_add_usd_l_ph_l_hp","TOBA_add_usd_l_ph_l_hp","MAIZ_add_usd_h_ph_h_hp","SORG_add_usd_h_ph_h_hp","BEAN_add_usd_h_ph_h_hp","CHIC_add_usd_h_ph_h_hp","LENT_add_usd_h_ph_h_hp","WHEA_add_usd_h_ph_h_hp","BARL_add_usd_h_ph_h_hp","ACOF_add_usd_h_ph_h_hp","RCOF_add_usd_h_ph_h_hp","PMIL_add_usd_h_ph_h_hp","SMIL_add_usd_h_ph_h_hp","POTA_add_usd_h_ph_h_hp","SWPO_add_usd_h_ph_h_hp","CASS_add_usd_h_ph_h_hp","COWP_add_usd_h_ph_h_hp","PIGE_add_usd_h_ph_h_hp","SOYB_add_usd_h_ph_h_hp","GROU_add_usd_h_ph_h_hp","SUGC_add_usd_h_ph_h_hp","COTT_add_usd_h_ph_h_hp","COCO_add_usd_h_ph_h_hp","TEAS_add_usd_h_ph_h_hp","TOBA_add_usd_h_ph_h_hp","MAIZ_add_usd_h_ph_l_hp","SORG_add_usd_h_ph_l_hp","BEAN_add_usd_h_ph_l_hp","CHIC_add_usd_h_ph_l_hp","LENT_add_usd_h_ph_l_hp","WHEA_add_usd_h_ph_l_hp","BARL_add_usd_h_ph_l_hp","ACOF_add_usd_h_ph_l_hp","RCOF_add_usd_h_ph_l_hp","PMIL_add_usd_h_ph_l_hp","SMIL_add_usd_h_ph_l_hp","POTA_add_usd_h_ph_l_hp","SWPO_add_usd_h_ph_l_hp","CASS_add_usd_h_ph_l_hp","COWP_add_usd_h_ph_l_hp","PIGE_add_usd_h_ph_l_hp","SOYB_add_usd_h_ph_l_hp","GROU_add_usd_h_ph_l_hp","SUGC_add_usd_h_ph_l_hp","COTT_add_usd_h_ph_l_hp","COCO_add_usd_h_ph_l_hp","TEAS_add_usd_h_ph_l_hp","TOBA_add_usd_h_ph_l_hp","total","MAIZ_add_usd","SORG_add_usd","BEAN_add_usd","CHIC_add_usd","LENT_add_usd","WHEA_add_usd","BARL_add_usd","ACOF_add_usd","RCOF_add_usd","PMIL_add_usd","SMIL_add_usd","POTA_add_usd","SWPO_add_usd","CASS_add_usd","COWP_add_usd","PIGE_add_usd","SOYB_add_usd","GROU_add_usd","SUGC_add_usd","COTT_add_usd","COCO_add_usd","TEAS_add_usd","TOBA_add_usd","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"1","Malawi","Balaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2","Malawi","Blantyre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"3","Malawi","Chikwawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.141581286676,243.132527773183,0,0,0,0,0,0,0,0,0,0,0,715.943307422624,0,90.2344776642756,0,0,0,0,0,1995.5,0,0,946.141581286676,243.132527773183,0,0,0,0,0,0,0,0,0,0,0,715.943307422624,0,90.2344776642756,0,0,0,0,0,0,0,0,1995.45189414676,0,0
"4","Malawi","Chiradzulu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"5","Malawi","Chitipa",8323.52407519338,197.368482594815,12607.8209661924,3567.70495559575,0,0,0,0,0,0,10.9550140942979,17425.4503502766,4.1125663136022,0,0,7785.87842222588,364.271967098799,10536.4486931415,0,0,0,0,10.189985772998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5531.00467806268,179.913151379016,11303.4842136208,2907.04304708201,0,0,0,0,0,0,11.1514653182888,14501.9576468219,4.36233442812416,61.9527780404597,0,6912.57885078105,369.410511661433,10374.4156855504,0.0998128046776245,0,0,0,25.3273916576374,6267.8297161005,26.9387235068893,57906.4022583203,6380.15874653144,0,31.9671169998839,0,0,0,0,124.61397414228,5661.98909709757,3485.95377515225,0,0,11726.6852020053,92.1459457530321,24772.0941614901,0,0,0,0,0,229493.1,20122.3584693566,404.22035748072,81817.7074381336,12854.9067492092,0,31.9671169998839,0,0,0,0,146.720453554867,37589.397094196,3494.42867589398,61.9527780404597,0,26425.1424750122,825.828424513265,45682.958540182,0.0998128046776245,0,0,0,35.5173774306354,60833.7254785,0,52182.7015672085,116476.7787171,113016.4,49.2
"6","Malawi","Dedza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20547.3538835049,445.007470293214,24321.4033494122,29050.5752347283,775.009829027085,245.460054604884,0,0,0,49.2614903555168,392.162524662398,174371.662073138,820.158577882371,132.498484678714,2321.92100410116,46218.791115378,3559.79528770677,99118.9286217924,0,70.7748800861928,0,0,3316.335766575,939.228932169951,10.2647384198216,21690.3485793088,6354.69830962735,167.68400921415,0.527049707988578,0,0,0,0,6.47949556865818,4499.07876597011,0,0,11.4372681721735,15483.8358909419,71.6948684766244,16864.2460109363,0,0,0,0,0,471856.6,21486.5828156748,455.272208713035,46011.751928721,35405.2735443556,942.693838241236,245.987104312873,0,0,0,49.2614903555168,398.642020231056,178870.740839108,820.158577882371,132.498484678714,2333.35827227334,61702.6270063199,3631.49015618339,115983.174632729,0,70.7748800861928,0,0,3316.335766575,0,0,405757.099647927,66099.5239185138,405757.1,86
"7","Malawi","Dowa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.668633049448,9.1204231609063,1101.2122586011,285.539019034926,11.855612334048,0.904230028000589,0,0,0,0,6.15218636002343,745.384469461953,0,0,3.35137558803656,1379.28829683303,14.5646734125675,5157.30895038303,0,0,0,0,0,8836.3,121.668633049448,9.1204231609063,1101.2122586011,285.539019034926,11.855612334048,0.904230028000589,0,0,0,0,6.15218636002343,745.384469461953,0,0,3.35137558803656,1379.28829683303,14.5646734125675,5157.30895038303,0,0,0,0,0,0,0,0,8836.35012824708,0,0
"8","Malawi","Karonga",10428.2677637621,146.678475735582,69118.8696872526,1900.31817777004,0,108.32268229436,0,0,0,0,2.83230861816555,10648.0241280291,0,0,0,1146.77833157112,46.261273180272,8080.01922140109,0,0,0,0,0.612936281554352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8525.49037809098,69.8715444141108,144047.914315117,2061.91504943361,0,0,0,0,0,0,0,3472.20552364433,115.547125486878,0,0,4518.74043702404,25.7395906931991,17845.1818709686,0,0,0,0,0.15241816831992,1462.13552902077,13.2394689110191,75973.7404688203,1300.15322025448,0,0,0,0,0,0,0,360.946611463668,0,0,0,2355.65535903609,1.60524238659349,13086.1798167014,0,0,0,0,0,376863.4,20415.8936708738,229.789489060712,289140.52447119,5262.38644745814,0,108.32268229436,0,0,0,0,2.83230861816555,14481.1762631371,115.547125486878,0,0,8021.17412763125,73.6061062600645,39011.380909071,0,0,0,0,0.765354449874271,101626.984985896,0,180682.758253041,94553.6557165943,282309.8,74.9
"9","Malawi","Kasungu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5179.74880337774,291.336459963886,4236.81930773331,1479.37636898255,124.609081033938,35.2275270482189,0,0.375894810819272,0,0.0469644955906954,147.099865493493,15721.9780771946,17.423553187081,0,69.7647414815122,2789.16610114389,425.497935727547,11618.6890649176,0,3.36951617903732,0,0,25.1660119918329,42165.7,5179.74880337774,291.336459963886,4236.81930773331,1479.37636898255,124.609081033938,35.2275270482189,0,0.375894810819272,0,0.0469644955906954,147.099865493493,15721.9780771946,17.423553187081,0,69.7647414815122,2789.16610114389,425.497935727547,11618.6890649176,0,3.36951617903732,0,0,25.1660119918329,0,0,0,42165.6952747626,0,0
"10","Malawi","Likoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2061217733671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0087843414987,0,0,0,0,0,16.2,0,0,10.2061217733671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0087843414987,0,0,0,0,0,0,0,0,16.2149061148658,0,0
